类型,符号或键,位点,现行值,登记单位,机判档,条文命中
具名,n,lib/algorithms/platesolve/cpp/ipv/test/test_triangle_budget.cpp:90,.3f,未标注,③未见于条文面,
具名,center,lib/algorithms/platesolve/module.yaml:146,+0.5,未标注,②条文有名无值,"ACCEPTANCE_SPEC.md:12 L4[""L4 真实数据端到端视觉验收<br/>M42 + Galaxy Center · 负责人目检""]"
具名,d2r,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:17,180.0,未标注,③未见于条文面,
具名,dec0,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:21,180.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:556 容差 ≤1e-8 deg（实测 ≤6.854e-13°），**必须含 dec0≠0 用例**（CRVAL2 只在
具名,ra0,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:22,180.0,未标注,③未见于条文面,
具名,dec,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:37,180.0,未标注,③未见于条文面,
具名,ra,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:38,180.0,未标注,③未见于条文面,
具名,dec0,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:42,180.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:556 容差 ≤1e-8 deg（实测 ≤6.854e-13°），**必须含 dec0≠0 用例**（CRVAL2 只在
具名,dra,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:43,180.0,未标注,③未见于条文面,
具名,ddec,lib/algorithms/platesolve/wrapper_phase1/wcs_tan.cpp:46,180.0,未标注,③未见于条文面,
具名,ASTROCS_BUILD_TESTS,lib/algorithms/projection/CMakeLists.txt:29,4.6,未标注,③未见于条文面,
具名,kProjectionRegistryVersion,lib/algorithms/projection/module.yaml:53,2.2,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:426 `kProjectionRegistryVersion = 3`。
具名,kRad,lib/algorithms/projection/p3_proj_v6.cpp:52,180.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:200 `R = {(x,y) : |CD·((x,y)+1−CRPIX)|·kRad < π/2}` 是仿射映射 `CD` 下**圆盘的原像**"
具名,kHalfPi,lib/algorithms/projection/p3_proj_v6.cpp:54,2.0,未标注,③未见于条文面,
具名,ra,lib/algorithms/projection/p3_proj_v6.cpp:63,360.0,未标注,③未见于条文面,
具名,sgn_x,lib/algorithms/projection/p3_proj_v6.cpp:71,-1.0;1.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:172 CD = R(−PA)·diag(sgn_x·s, sgn_y·s),  R(−PA)=[[cosPA, sinPA], [−sinPA, "
具名,dx,lib/algorithms/projection/p3_proj_v6.cpp:83,1.0,未标注,③未见于条文面,
具名,dy,lib/algorithms/projection/p3_proj_v6.cpp:84,1.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_proj_v6.cpp:95,1.0,未标注,③未见于条文面,
具名,y,lib/algorithms/projection/p3_proj_v6.cpp:96,1.0,未标注,③未见于条文面,
具名,phip,lib/algorithms/projection/p3_proj_v6.cpp:141,0.0,未标注,③未见于条文面,
具名,cos_dp,lib/algorithms/projection/p3_proj_v6.cpp:143,1.0,未标注,③未见于条文面,
具名,cos_dp,lib/algorithms/projection/p3_proj_v6.cpp:144,-1.0,未标注,③未见于条文面,
具名,sth,lib/algorithms/projection/p3_proj_v6.cpp:169,1.0,未标注,③未见于条文面,
具名,sth,lib/algorithms/projection/p3_proj_v6.cpp:170,-1.0,未标注,③未见于条文面,
具名,ph,lib/algorithms/projection/p3_proj_v6.cpp:174,2.0,未标注,③未见于条文面,
具名,theta,lib/algorithms/projection/p3_proj_v6.cpp:188,1.0,未标注,②条文有名无值,"docs/algorithms/STAR_DETECTION_ALGORITHMS.md:99 `theta=−alpha` 归一到 (−90°,90°]。残差坐标 `dx=x+0.5−cx`（像素中心=索引+0.5，"
具名,ctheta,lib/algorithms/projection/p3_proj_v6.cpp:230,0.0;1.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:649 - **不在本节范围（已知偏差，现行）**：v6 SIN 内核用 `ctheta = sqrt(1 − stheta²)` 反算，存在**灾
具名,a_ell,lib/algorithms/projection/p3_proj_v6.cpp:276,4.0,未标注,③未见于条文面,
具名,half,lib/algorithms/projection/p3_proj_v6.cpp:283,1.0;2.0,未标注,②条文有名无值,"docs/algorithms/DRIZZLE_GEOMETRY.md:105 - drop 四角: `half = 0.5·pixfrac`，`(x±half, y±half)` 经 WCS/SIP"
具名,dq,lib/algorithms/projection/p3_proj_v6.cpp:297,1.0;2.0,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:360,1.0,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:366,90.0,未标注,③未见于条文面,
具名,a_ell,lib/algorithms/projection/p3_proj_v6.cpp:371,4.0,未标注,③未见于条文面,
具名,sth,lib/algorithms/projection/p3_proj_v6.cpp:373,0.0,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:374,1.0,未标注,③未见于条文面,
具名,crpix_x,lib/algorithms/projection/p3_proj_v6.cpp:460,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:88 double crpix_x;         // FITS 1-based pixel-center
具名,crpix_y,lib/algorithms/projection/p3_proj_v6.cpp:461,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:89 double crpix_y;         // FITS 1-based pixel-center
具名,CRPIX1,lib/algorithms/projection/p3_proj_v6.cpp:510,.10f,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:42 | CRPIX1/2 | f64 px | FITS 1-based pixel-center | p3_wcs.h:17-18 / p3_
具名,CRPIX2,lib/algorithms/projection/p3_proj_v6.cpp:511,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL1,lib/algorithms/projection/p3_proj_v6.cpp:512,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL2,lib/algorithms/projection/p3_proj_v6.cpp:513,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CD1_1,lib/algorithms/projection/p3_proj_v6.cpp:514,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,CD1_2,lib/algorithms/projection/p3_proj_v6.cpp:515,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:174 CD1_1 = sgn_x·s·cosPA;  CD1_2 = sgn_y·s·sinPA
具名,CD2_1,lib/algorithms/projection/p3_proj_v6.cpp:516,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:175 CD2_1 = −sgn_x·s·sinPA; CD2_2 = sgn_y·s·cosPA      # :75-78 实现行
具名,CD2_2,lib/algorithms/projection/p3_proj_v6.cpp:517,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:526,0.5,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:528,0.5,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:530,0.5,未标注,③未见于条文面,
具名,st,lib/algorithms/projection/p3_proj_v6.cpp:532,0.5,未标注,③未见于条文面,
具名,area,lib/algorithms/projection/p3_proj_v6.cpp:555,4.0,未标注,②条文有名无值,docs/algorithms/DRIZZLE_GEOMETRY.md:96 aio_hips_writer finalize_tile（variance = var_num_sum/area²，
具名,dec_min,lib/algorithms/projection/p3_proj_v6.cpp:599,-90.0;90.0,未标注,②条文有名无值,"docs/algorithms/GAIA_QUERY.md:94 节点 bbox `[ra_min,ra_max]×[dec_min,dec_max]`（由节点平面坐标 + center_ra 恢复）："
具名,om_max,lib/algorithms/projection/p3_proj_v6.cpp:602,0.0,未标注,③未见于条文面,
具名,y,lib/algorithms/projection/p3_proj_v6.cpp:607,0.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_proj_v6.cpp:609,0.0,未标注,③未见于条文面,
具名,max_gap,lib/algorithms/projection/p3_proj_v6.cpp:635,360.0,未标注,③未见于条文面,
具名,pole_margin_deg,lib/algorithms/projection/p3_proj_v6.cpp:642,90.0,未标注,③未见于条文面,
具名,crosses_ra_wrap,lib/algorithms/projection/p3_proj_v6.cpp:645,180.0,未标注,③未见于条文面,
具名,domain_valid,lib/algorithms/projection/p3_proj_v6.cpp:646,0.0,未标注,③未见于条文面,
具名,omega_max_min_ratio,lib/algorithms/projection/p3_proj_v6.cpp:653,0.0,未标注,③未见于条文面,
具名,i,lib/algorithms/projection/p3_proj_v6.cpp:696,0.0,未标注,③未见于条文面,
具名,s,lib/algorithms/projection/p3_proj_v6.cpp:750,0.0,未标注,③未见于条文面,
具名,j,lib/algorithms/projection/p3_proj_v6.cpp:759,0.0,未标注,③未见于条文面,
具名,kRad,lib/algorithms/projection/p3_projection.cpp:39,180.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:200 `R = {(x,y) : |CD·((x,y)+1−CRPIX)|·kRad < π/2}` 是仿射映射 `CD` 下**圆盘的原像**"
具名,ra,lib/algorithms/projection/p3_projection.cpp:49,360.0,未标注,③未见于条文面,
具名,sgn_x,lib/algorithms/projection/p3_projection.cpp:61,-1.0;1.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:172 CD = R(−PA)·diag(sgn_x·s, sgn_y·s),  R(−PA)=[[cosPA, sinPA], [−sinPA, "
具名,dx,lib/algorithms/projection/p3_projection.cpp:75,1.0,未标注,③未见于条文面,
具名,dy,lib/algorithms/projection/p3_projection.cpp:76,1.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_projection.cpp:88,1.0,未标注,③未见于条文面,
具名,y,lib/algorithms/projection/p3_projection.cpp:89,1.0,未标注,③未见于条文面,
具名,theta,lib/algorithms/projection/p3_projection.cpp:139,1.0,未标注,②条文有名无值,"docs/algorithms/STAR_DETECTION_ALGORITHMS.md:99 `theta=−alpha` 归一到 (−90°,90°]。残差坐标 `dx=x+0.5−cx`（像素中心=索引+0.5，"
具名,ctheta,lib/algorithms/projection/p3_projection.cpp:183,0.0;1.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:649 - **不在本节范围（已知偏差，现行）**：v6 SIN 内核用 `ctheta = sqrt(1 − stheta²)` 反算，存在**灾
具名,dra,lib/algorithms/projection/p3_projection.cpp:214,360.0,未标注,③未见于条文面,
具名,half,lib/algorithms/projection/p3_projection.cpp:239,1.0;2.0,未标注,②条文有名无值,"docs/algorithms/DRIZZLE_GEOMETRY.md:105 - drop 四角: `half = 0.5·pixfrac`，`(x±half, y±half)` 经 WCS/SIP"
具名,dra,lib/algorithms/projection/p3_projection.cpp:253,360.0,未标注,③未见于条文面,
具名,dq,lib/algorithms/projection/p3_projection.cpp:258,1.0;2.0,未标注,③未见于条文面,
具名,crpix_x,lib/algorithms/projection/p3_projection.cpp:338,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:88 double crpix_x;         // FITS 1-based pixel-center
具名,crpix_y,lib/algorithms/projection/p3_projection.cpp:339,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:89 double crpix_y;         // FITS 1-based pixel-center
具名,CRPIX1,lib/algorithms/projection/p3_projection.cpp:389,.10f,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:42 | CRPIX1/2 | f64 px | FITS 1-based pixel-center | p3_wcs.h:17-18 / p3_
具名,CRPIX2,lib/algorithms/projection/p3_projection.cpp:390,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL1,lib/algorithms/projection/p3_projection.cpp:391,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL2,lib/algorithms/projection/p3_projection.cpp:392,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CD1_1,lib/algorithms/projection/p3_projection.cpp:393,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,CD1_2,lib/algorithms/projection/p3_projection.cpp:394,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:174 CD1_1 = sgn_x·s·cosPA;  CD1_2 = sgn_y·s·sinPA
具名,CD2_1,lib/algorithms/projection/p3_projection.cpp:395,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:175 CD2_1 = −sgn_x·s·sinPA; CD2_2 = sgn_y·s·cosPA      # :75-78 实现行
具名,CD2_2,lib/algorithms/projection/p3_projection.cpp:396,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,max_err_px,lib/algorithms/projection/p3_projection_registry.h:225,0.0,未标注,③未见于条文面,
具名,kRad,lib/algorithms/projection/p3_wcs.cpp:19,180.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:200 `R = {(x,y) : |CD·((x,y)+1−CRPIX)|·kRad < π/2}` 是仿射映射 `CD` 下**圆盘的原像**"
具名,ra,lib/algorithms/projection/p3_wcs.cpp:30,360.0,未标注,③未见于条文面,
具名,crpix_x,lib/algorithms/projection/p3_wcs.cpp:114,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:88 double crpix_x;         // FITS 1-based pixel-center
具名,crpix_y,lib/algorithms/projection/p3_wcs.cpp:115,2.0,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:89 double crpix_y;         // FITS 1-based pixel-center
具名,sgn_x,lib/algorithms/projection/p3_wcs.cpp:138,-1.0;1.0,未标注,②条文有名无值,"docs/algorithms/PHASE3_PROJ_IMPL.md:172 CD = R(−PA)·diag(sgn_x·s, sgn_y·s),  R(−PA)=[[cosPA, sinPA], [−sinPA, "
具名,c_env,lib/algorithms/projection/p3_wcs.cpp:256,0.0,未标注,②条文有名无值,docs/algorithms/GATES_AND_TOLERANCES.md:67 | G-P1-WCS-BRIDGE | 九宫格（中心 1 + 四角 4 + 四边中点 4，两 parity 共 18 格）逐像素 round
具名,tol_px,lib/algorithms/projection/p3_wcs.cpp:289,0.0,未标注,③未见于条文面,
具名,margin,lib/algorithms/projection/p3_wcs.cpp:291,0.0,未标注,③未见于条文面,
具名,worst,lib/algorithms/projection/p3_wcs.cpp:304,0.0,未标注,②条文有名无值,docs/algorithms/PHASE2_REJECTION.md:341 worst = argmax_{accept} |work−mean|/s                     :1739-1753
具名,ra,lib/algorithms/projection/p3_wcs.cpp:308,0.0,未标注,③未见于条文面,
具名,worst,lib/algorithms/projection/p3_wcs.cpp:359,0.0,未标注,②条文有名无值,docs/algorithms/PHASE2_REJECTION.md:341 worst = argmax_{accept} |work−mean|/s                     :1739-1753
具名,ra,lib/algorithms/projection/p3_wcs.cpp:364,0.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_wcs.cpp:380,1.0,未标注,③未见于条文面,
具名,y,lib/algorithms/projection/p3_wcs.cpp:383,1.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_wcs.cpp:414,1.0,未标注,③未见于条文面,
具名,y,lib/algorithms/projection/p3_wcs.cpp:415,1.0,未标注,③未见于条文面,
具名,cx,lib/algorithms/projection/p3_wcs.cpp:464,2.0,未标注,③未见于条文面,
具名,cy,lib/algorithms/projection/p3_wcs.cpp:465,2.0,未标注,③未见于条文面,
具名,err,lib/algorithms/projection/p3_wcs.cpp:492,0.0,未标注,③未见于条文面,
具名,theta,lib/algorithms/projection/p3_wcs.cpp:527,1.0,未标注,②条文有名无值,"docs/algorithms/STAR_DETECTION_ALGORITHMS.md:99 `theta=−alpha` 归一到 (−90°,90°]。残差坐标 `dx=x+0.5−cx`（像素中心=索引+0.5，"
具名,CRPIX1,lib/algorithms/projection/p3_wcs.cpp:582,.10f,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:42 | CRPIX1/2 | f64 px | FITS 1-based pixel-center | p3_wcs.h:17-18 / p3_
具名,CRPIX2,lib/algorithms/projection/p3_wcs.cpp:583,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL1,lib/algorithms/projection/p3_wcs.cpp:584,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CRVAL2,lib/algorithms/projection/p3_wcs.cpp:585,.10f,未标注,①条文含值,docs/algorithms/PHASE3_PROJ_IMPL.md:270 `CRPIX1/CRPIX2`（%.10f）、`CRVAL1/CRVAL2`（%.10f）、
具名,CD1_1,lib/algorithms/projection/p3_wcs.cpp:586,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,CD1_2,lib/algorithms/projection/p3_wcs.cpp:587,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:174 CD1_1 = sgn_x·s·cosPA;  CD1_2 = sgn_y·s·sinPA
具名,CD2_1,lib/algorithms/projection/p3_wcs.cpp:588,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_PROJ_IMPL.md:175 CD2_1 = −sgn_x·s·sinPA; CD2_2 = sgn_y·s·cosPA      # :75-78 实现行
具名,CD2_2,lib/algorithms/projection/p3_wcs.cpp:589,.12,未标注,②条文有名无值,docs/algorithms/PHASE3_FITS_IMPL.md:44 | CD1_1..CD2_2 | f64 deg/px | FITS 顺序 CD[i][j] | p3_wcs.h:19 / p3_outp
具名,xmin,lib/algorithms/projection/p3_wcs.h:280,0.0,未标注,③未见于条文面,
具名,x,lib/algorithms/projection/p3_wcs.h:284,0.0,未标注,③未见于条文面,
具名,sum_p,lib/algorithms/psf/include/astrocs/v6/psf_information.h:41,0.0,未标注,③未见于条文面,
具名,sum_p2,lib/algorithms/psf/include/astrocs/v6/psf_information.h:42,0.0,未标注,③未见于条文面,
具名,a_nea,lib/algorithms/psf/include/astrocs/v6/psf_information.h:43,0.0,未标注,②条文有名无值,docs/contracts/DATA_SEMANTICS.md:3303 **`concentration` 单位以 `component_flux_unit/px^2` 为唯一权威**（`A_NEA = 1/ΣP
具名,norm_abs_error,lib/algorithms/psf/include/astrocs/v6/psf_information.h:44,0.0,未标注,③未见于条文面,
具名,fwhm,lib/algorithms/psf/include/astrocs/v6/psf_information.h:68,0.0,未标注,①条文含值,docs/algorithms/GATES_AND_TOLERANCES.md:54 | G-P1-CENTROID-1 | `median\|astro_det − truth\| ≤ 0.1 ∧ p95 ≤ 0.3 ∧ \
具名,ee_r1,lib/algorithms/psf/include/astrocs/v6/psf_information.h:69,0.0,未标注,③未见于条文面,
具名,ee_r2,lib/algorithms/psf/include/astrocs/v6/psf_information.h:70,0.0,未标注,③未见于条文面,
具名,MOFFAT4_FWHM_FACTOR,lib/algorithms/psf/module.yaml:127,1.230310,未标注,①条文含值,docs/algorithms/STAR_DETECTION_ALGORITHMS.md:300 （`MOFFAT4_FWHM_FACTOR=1.230310`）；同 sx 下 FWHM 报值相差 **1.9140×**，
具名,DPSF_FIT_OK,lib/algorithms/psf/module.yaml:145,11.2,未标注,②条文有名无值,docs/algorithms/STAR_PSF_ALGORITHMS.md:186 | 0 | DPSF_FIT_OK | 收敛 :163 且过验证链一~三 | 全参数回填 :391-403 | 计入 out_n_valid
具名,DPSF_FIT_INVALID_PARAMS,lib/algorithms/psf/module.yaml:148,0.01;0.5,未标注,②条文有名无值,docs/algorithms/STAR_PSF_ALGORITHMS.md:109 | 图像含 NaN/Inf | **逐像素**跳过（采样阶段 `isfinite` 过滤，`:284-304`），其余像素正常拟合；**整窗
具名,FWHM,lib/algorithms/psf/module.yaml:161,1.230310,未标注,②条文有名无值,ASTROCS_DESIGN.md:228 - PSF 拟合质量代理（FWHM、残差尺度等）只作诊断。
具名,radius,lib/algorithms/psf/src/dpsf_image.cpp:29,3.0,未标注,②条文有名无值,docs/algorithms/GAIA_QUERY.md:121 radius < 0                    → 不剪枝（防御）
具名,sum,lib/algorithms/psf/src/dpsf_image.cpp:32,0.0,未标注,③未见于条文面,
具名,val,lib/algorithms/psf/src/dpsf_image.cpp:44,0.0,未标注,③未见于条文面,
具名,val,lib/algorithms/psf/src/dpsf_image.cpp:54,0.0,未标注,③未见于条文面,
具名,i,lib/algorithms/psf/src/dpsf_image.cpp:195,0.0f,未标注,③未见于条文面,
具名,sum,lib/algorithms/psf/src/dpsf_image.cpp:279,0.0,未标注,③未见于条文面,
具名,top,lib/algorithms/psf/src/dpsf_image.cpp:313,1.0f,未标注,③未见于条文面,
具名,bot,lib/algorithms/psf/src/dpsf_image.cpp:314,1.0f,未标注,③未见于条文面,
具名,val,lib/algorithms/psf/src/dpsf_image.cpp:328,0.0,未标注,③未见于条文面,
具名,val,lib/algorithms/psf/src/dpsf_image.cpp:339,0.0,未标注,③未见于条文面,
具名,out_med,lib/algorithms/psf/src/dpsf_image.cpp:353,0.0f,未标注,③未见于条文面,
具名,out_mad,lib/algorithms/psf/src/dpsf_image.cpp:354,0.0f,未标注,③未见于条文面,
具名,med,lib/algorithms/psf/src/dpsf_image.cpp:363,.6f,未标注,③未见于条文面,
具名,med,lib/algorithms/psf/src/dpsf_image.cpp:389,.1f;.6f,未标注,③未见于条文面,
具名,med_change,lib/algorithms/psf/src/dpsf_image.cpp:397,.4f,未标注,③未见于条文面,
具名,max_rounds,lib/algorithms/psf/src/dpsf_image.cpp:409,.6f,未标注,③未见于条文面,
具名,h,lib/algorithms/psf/src/dpsf_psf.cpp:4,0.3,未标注,③未见于条文面,
具名,sin2t,lib/algorithms/psf/src/dpsf_psf.cpp:96,2.0,未标注,③未见于条文面,
具名,inv_sx2,lib/algorithms/psf/src/dpsf_psf.cpp:97,1.0;2.0,未标注,③未见于条文面,
具名,inv_sy2,lib/algorithms/psf/src/dpsf_psf.cpp:98,1.0;2.0,未标注,③未见于条文面,
具名,p2,lib/algorithms/psf/src/dpsf_psf.cpp:100,4.0,未标注,③未见于条文面,
具名,Q,lib/algorithms/psf/src/dpsf_psf.cpp:106,2.0,未标注,③未见于条文面,
具名,cost,lib/algorithms/psf/src/dpsf_psf.cpp:184,.6f,未标注,②条文有名无值,"docs/algorithms/STAR_PSF_ALGORITHMS.md:113 | 平坦星 `‖∇‖→0` | LM 奇异 → iter limit, cost 阈校验 fail (169-170) |"
具名,cost,lib/algorithms/psf/src/dpsf_psf.cpp:206,.6f,未标注,②条文有名无值,"docs/algorithms/STAR_PSF_ALGORITHMS.md:113 | 平坦星 `‖∇‖→0` | LM 奇异 → iter limit, cost 阈校验 fail (169-170) |"
具名,sin2t,lib/algorithms/psf/src/dpsf_psf.cpp:228,2.0,未标注,③未见于条文面,
具名,inv_sx2,lib/algorithms/psf/src/dpsf_psf.cpp:229,1.0;2.0,未标注,③未见于条文面,
具名,inv_sy2,lib/algorithms/psf/src/dpsf_psf.cpp:230,1.0;2.0,未标注,③未见于条文面,
具名,p2,lib/algorithms/psf/src/dpsf_psf.cpp:232,4.0,未标注,③未见于条文面,
具名,Q,lib/algorithms/psf/src/dpsf_psf.cpp:239,2.0,未标注,③未见于条文面,
具名,lo,lib/algorithms/psf/src/dpsf_psf.cpp:248,0.1,未标注,③未见于条文面,
具名,hi,lib/algorithms/psf/src/dpsf_psf.cpp:249,0.9,未标注,③未见于条文面,
具名,center,lib/algorithms/psf/src/dpsf_psf.cpp:313,.2f,未标注,②条文有名无值,"ACCEPTANCE_SPEC.md:12 L4[""L4 真实数据端到端视觉验收<br/>M42 + Galaxy Center · 负责人目检""]"
具名,threshold,lib/algorithms/psf/src/dpsf_psf.cpp:343,1.482602218505602;2.0,未标注,②条文有名无值,docs/algorithms/COSMETIC_ALGORITHMS.md:276 含 NaN，`data[i] > threshold` 等比较为 false → NaN 不判坏，
具名,A,lib/algorithms/psf/src/dpsf_psf.cpp:364,.2f,未标注,③未见于条文面,
具名,sx0,lib/algorithms/psf/src/dpsf_psf.cpp:368,0.15,未标注,③未见于条文面,
具名,B,lib/algorithms/psf/src/dpsf_psf.cpp:371,.2f,未标注,③未见于条文面,
具名,status,lib/algorithms/psf/src/dpsf_psf.cpp:377,.2f;.4f,未标注,②条文有名无值,"docs/algorithms/ACR_EQUIVALENCE.md:11 - 输出: {signal, support, rejection_count, status} per-pixel, 与CPU refer"
具名,finite,lib/algorithms/psf/src/dpsf_psf.cpp:387,.2f;.4f,未标注,②条文有名无值,docs/algorithms/ACR_EQUIVALENCE.md:47 | non-finite candidate | INVALID_INPUT一致 |
具名,fwhm_x,lib/algorithms/psf/src/dpsf_psf.cpp:397,.2f,未标注,②条文有名无值,docs/algorithms/STAR_PSF_ALGORITHMS.md:37 （全图 0-based px）、[5]=fwhm（(fwhm_x+fwhm_y)/2 平均）、[6]=A、[7]=mad
具名,bkg_range,lib/algorithms/psf/src/dpsf_psf.cpp:403,0.01,未标注,③未见于条文面,
具名,B,lib/algorithms/psf/src/dpsf_psf.cpp:405,.4f,未标注,③未见于条文面,
具名,theta,lib/algorithms/psf/src/dpsf_psf.cpp:417,.4f,未标注,②条文有名无值,"docs/algorithms/STAR_DETECTION_ALGORITHMS.md:99 `theta=−alpha` 归一到 (−90°,90°]。残差坐标 `dx=x+0.5−cx`（像素中心=索引+0.5，"
具名,flux,lib/algorithms/psf/src/dpsf_psf.cpp:429,2.0;3.0,未标注,②条文有名无值,docs/algorithms/GAIA_QUERY.md:136 float32 fluxMin @32 + float32 fluxMul @36 + uint8 flux[343] @40 + 1B 填
具名,eccentricity,lib/algorithms/psf/src/dpsf_psf.cpp:432,1.0,未标注,②条文有名无值,"docs/algorithms/STAR_PSF_ALGORITHMS.md:29 `[N,9]` (status, B, flux, cx, cy, fwhm, A, mad, eccentricity)"
具名,status,lib/algorithms/psf/src/dpsf_psf.cpp:441,.1f;.2f;.4f,未标注,②条文有名无值,"docs/algorithms/ACR_EQUIVALENCE.md:11 - 输出: {signal, support, rejection_count, status} per-pixel, 与CPU refer"
具名,cx,lib/algorithms/psf/src/dpsf_psf.cpp:500,.2f,未标注,③未见于条文面,
具名,cx,lib/algorithms/psf/src/dpsf_psf.cpp:517,.2f,未标注,③未见于条文面,
