类型,符号或键,位点,现行值,登记单位,机判档,条文命中
具名,cx,lib/algorithms/psf/src/dpsf_psf.cpp:894,.2f,未标注,③未见于条文面,
具名,status,lib/algorithms/psf/src/dpsf_psf.cpp:938,.2f,未标注,②条文有名无值,"docs/algorithms/ACR_EQUIVALENCE.md:11 - 输出: {signal, support, rejection_count, status} per-pixel, 与CPU refer"
具名,schema,lib/algorithms/psf/src/dpsf_psf.cpp:977,.3f,未标注,②条文有名无值,ACCEPTANCE_SPEC.md:49 **SCI-A 口径锚**：`k_photo` 是线性乘性标度、`I_photo = k_photo·I_cal`；星等只按 `m = ZP
具名,cx,lib/algorithms/psf/src/dpsf_psf.cpp:1065,.2f,未标注,③未见于条文面,
具名,status,lib/algorithms/psf/src/dpsf_psf.cpp:1106,.2f,未标注,②条文有名无值,"docs/algorithms/ACR_EQUIVALENCE.md:11 - 输出: {signal, support, rejection_count, status} per-pixel, 与CPU refer"
具名,schema,lib/algorithms/psf/src/dpsf_psf.cpp:1142,.3f,未标注,②条文有名无值,ACCEPTANCE_SPEC.md:49 **SCI-A 口径锚**：`k_photo` 是线性乘性标度、`I_photo = k_photo·I_cal`；星等只按 `m = ZP
具名,MOFFAT4_FWHM_FACTOR,lib/algorithms/psf/src/dpsf_psf.h:4,1.230310,未标注,①条文含值,docs/algorithms/STAR_DETECTION_ALGORITHMS.md:300 （`MOFFAT4_FWHM_FACTOR=1.230310`）；同 sx 下 FWHM 报值相差 **1.9140×**，
具名,robust_residual_sigma,lib/algorithms/psf/src/dpsf_psf.h:8,0.7316727929211932,未标注,①条文含值,docs/algorithms/STAR_PSF_ALGORITHMS.md:45 单位 ADU），**不是**中位绝对偏差；`robust_residual_sigma = [7]/0.7316727929211932`
具名,sum,lib/algorithms/psf/src/psf_information.cpp:23,0.0,未标注,③未见于条文面,
具名,negative,lib/algorithms/psf/src/psf_information.cpp:31,0.0,未标注,②条文有名无值,"docs/algorithms/GAIA_QUERY.md:104 false-negative=0 是工程保守性结论（V18R3 差分 18 查询 683,297 星一致），"
具名,norm_abs_error,lib/algorithms/psf/src/psf_information.cpp:49,1.0,未标注,③未见于条文面,
具名,a_nea,lib/algorithms/psf/src/psf_information.cpp:54,1.0,未标注,②条文有名无值,docs/contracts/DATA_SEMANTICS.md:3303 **`concentration` 单位以 `component_flux_unit/px^2` 为唯一权威**（`A_NEA = 1/ΣP
具名,half,lib/algorithms/psf/src/psf_information.cpp:75,2.0,未标注,②条文有名无值,"docs/algorithms/DRIZZLE_GEOMETRY.md:105 - drop 四角: `half = 0.5·pixfrac`，`(x±half, y±half)` 经 WCS/SIP"
具名,left,lib/algorithms/psf/src/psf_information.cpp:77,0.0,未标注,②条文有名无值,docs/science/PSF_SIGNAL_WEIGHT.md:50 >   `\textup{SNR}_{PSF} = \frac{c_3\left(\sum_{j=1}^n f_j\right)^2}{c_
具名,t,lib/algorithms/psf/src/psf_information.cpp:82,0.0,未标注,③未见于条文面,
具名,t,lib/algorithms/psf/src/psf_information.cpp:91,0.0,未标注,③未见于条文面,
具名,total,lib/algorithms/psf/src/psf_information.cpp:114,0.0,未标注,②条文有名无值,"docs/contracts/unified_object_registry.json:355 ""total"": 7,"
具名,denom_peak,lib/algorithms/psf/src/psf_information.cpp:146,0.0,未标注,③未见于条文面,
具名,total,lib/algorithms/psf/src/psf_information.cpp:166,0.0,未标注,②条文有名无值,"docs/contracts/unified_object_registry.json:355 ""total"": 7,"
具名,ee_r2,lib/algorithms/psf/src/psf_information.cpp:180,2.0,未标注,③未见于条文面,
具名,bkg,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:37,10.0,未标注,③未见于条文面,
具名,rc,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:58,32.0,未标注,③未见于条文面,
具名,expect_fwhm,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:62,2.0;2.5,未标注,③未见于条文面,
具名,rc,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:77,32.0,未标注,③未见于条文面,
具名,rc,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:98,32.0,未标注,③未见于条文面,
具名,rc,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:110,32.0,未标注,③未见于条文面,
具名,rc,lib/algorithms/psf/test/test_dpsf_nan_sort.cpp:128,32.0,未标注,③未见于条文面,
具名,d0r,lib/algorithms/resample/p3_resample.cpp:354,180.0,未标注,③未见于条文面,
具名,ar,lib/algorithms/resample/p3_resample.cpp:359,180.0,未标注,③未见于条文面,
具名,u,lib/algorithms/resample/p3_resample.cpp:413,0.0,未标注,③未见于条文面,
具名,v,lib/algorithms/resample/p3_resample.cpp:414,0.0,未标注,③未见于条文面,
具名,u,lib/algorithms/resample/p3_resample.cpp:415,0.0;1.0,未标注,③未见于条文面,
具名,v,lib/algorithms/resample/p3_resample.cpp:416,0.0;1.0,未标注,③未见于条文面,
具名,wsum,lib/algorithms/resample/p3_resample.cpp:425,0.0,未标注,②条文有名无值,docs/algorithms/ACR_EQUIVALENCE.md:51 - per-pixel独立无跨pixel归约；split按p0 固定顺序concat；归约仅 per-pixel vs/wsum FP64固
具名,zero_eligible,lib/algorithms/resample/p3_resample.cpp:438,0.0,未标注,③未见于条文面,
具名,val,lib/algorithms/resample/p3_resample.cpp:447,0.0,未标注,③未见于条文面,
具名,out,lib/algorithms/resample/p3_resample.cpp:539,1.0,未标注,③未见于条文面,
具名,acc,lib/algorithms/resample/p3_resample.cpp:554,0.0;30.4,未标注,③未见于条文面,
具名,w,lib/algorithms/resample/p3_resample.cpp:558,1.0,未标注,③未见于条文面,
具名,_k,lib/algorithms/resample/p3_resample.h:141,0.0,未标注,③未见于条文面,
具名,overlap_sr,lib/algorithms/resample/p3_rsmp.h:185,0.0,未标注,③未见于条文面,
具名,out_origin_x,lib/algorithms/resample/p3_rsmp.h:258,0.0,未标注,③未见于条文面,
具名,out_origin_y,lib/algorithms/resample/p3_rsmp.h:259,0.0,未标注,③未见于条文面,
具名,out_step,lib/algorithms/resample/p3_rsmp.h:260,1.0,未标注,③未见于条文面,
具名,a,lib/algorithms/resample/p3_rsmp.h:369,0.0,未标注,③未见于条文面,
具名,psf_sum,lib/algorithms/resample/p3_rsmp.h:445,1.0,未标注,③未见于条文面,
具名,i,lib/algorithms/resample/p3_rsmp_covariance.cpp:12,1.0,未标注,③未见于条文面,
具名,mx,lib/algorithms/resample/p3_rsmp_covariance.cpp:80,0.0,未标注,③未见于条文面,
具名,max_interp_err,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:192,0.027395522883651657,未标注,③未见于条文面,
具名,analytic_bound,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:193,0.0277777;1.0;36.0,未标注,③未见于条文面,
具名,err_over_bound,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:194,0.9862388238114597,未标注,③未见于条文面,
具名,max_weight_sum_dev,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:195,0.0,未标注,③未见于条文面,
具名,zero_fill_error,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:197,1.3223,未标注,③未见于条文面,
具名,max_interp_err,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:220,0.0,未标注,③未见于条文面,
具名,analytic_bound,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:221,0.0,未标注,③未见于条文面,
具名,err_over_bound,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:222,1.0,未标注,③未见于条文面,
具名,max_weight_sum_dev,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:223,0.0,未标注,③未见于条文面,
具名,zero_fill_error,lib/algorithms/resample/p3_rsmp_kernel_registry.cpp:225,0.0,未标注,③未见于条文面,
具名,w,lib/algorithms/resample/p3_rsmp_operator.cpp:65,0.0,未标注,③未见于条文面,
具名,area,lib/algorithms/resample/p3_rsmp_operator.cpp:118,0.0,未标注,②条文有名无值,docs/algorithms/DRIZZLE_GEOMETRY.md:96 aio_hips_writer finalize_tile（variance = var_num_sum/area²，
具名,area,lib/algorithms/resample/p3_rsmp_operator.cpp:154,0.0,未标注,②条文有名无值,docs/algorithms/DRIZZLE_GEOMETRY.md:96 aio_hips_writer finalize_tile（variance = var_num_sum/area²，
具名,w,lib/algorithms/resample/p3_rsmp_operator.cpp:207,0.0,未标注,③未见于条文面,
具名,u,lib/algorithms/resample/p3_rsmp_operator.cpp:240,0.5,未标注,③未见于条文面,
具名,v,lib/algorithms/resample/p3_rsmp_operator.cpp:241,0.5,未标注,③未见于条文面,
具名,w00,lib/algorithms/resample/p3_rsmp_operator.cpp:246,1.0,未标注,③未见于条文面,
具名,w10,lib/algorithms/resample/p3_rsmp_operator.cpp:247,1.0,未标注,③未见于条文面,
具名,w01,lib/algorithms/resample/p3_rsmp_operator.cpp:248,1.0,未标注,③未见于条文面,
具名,psf_sum,lib/algorithms/resample/p3_rsmp_propagation.cpp:119,0.0,未标注,③未见于条文面,
具名,pi_sum,lib/algorithms/resample/p3_rsmp_propagation.cpp:207,0.0,未标注,③未见于条文面,
具名,pi_cinv_pi,lib/algorithms/resample/p3_rsmp_propagation.cpp:240,0.0,未标注,③未见于条文面,
具名,pi_cinv_f,lib/algorithms/resample/p3_rsmp_propagation.cpp:241,0.0,未标注,③未见于条文面,
具名,F_hat,lib/algorithms/resample/p3_rsmp_propagation.cpp:248,0.0,未标注,②条文有名无值,docs/contracts/DATA_ARTIFACTS.md:52 | DATA-OBJ-SOURCE-SNR-001 | source_snr（UNIFIED_MODEL §2 对象；可否作权重：不直接作帧
具名,var_F_hat,lib/algorithms/resample/p3_rsmp_propagation.cpp:249,0.0;1.0,未标注,③未见于条文面,
具名,z,lib/algorithms/shared/healpix/healpix_core.cpp:69,1.0,未标注,③未见于条文面,
具名,z,lib/algorithms/shared/healpix/healpix_core.cpp:70,-1.0,未标注,③未见于条文面,
具名,kx,lib/algorithms/shared/healpix/healpix_core.cpp:92,1.0,未标注,③未见于条文面,
具名,ky,lib/algorithms/shared/healpix/healpix_core.cpp:94,1.0;2.0,未标注,③未见于条文面,
具名,zunits,lib/algorithms/shared/healpix/healpix_core.cpp:113,3.0;4.0,未标注,③未见于条文面,
具名,u2,lib/algorithms/shared/healpix/healpix_core.cpp:116,1.0,未标注,③未见于条文面,
具名,zfactor,lib/algorithms/shared/healpix/healpix_core.cpp:162,1.0,未标注,③未见于条文面,
具名,zfactor,lib/algorithms/shared/healpix/healpix_core.cpp:166,1.0,未标注,③未见于条文面,
具名,zfactor,lib/algorithms/shared/healpix/healpix_core.cpp:170,-1.0,未标注,③未见于条文面,
具名,zoff,lib/algorithms/shared/healpix/healpix_core.cpp:176,0.0,未标注,③未见于条文面,
具名,phioff,lib/algorithms/shared/healpix/healpix_core.cpp:180,1.0,未标注,③未见于条文面,
具名,zoff,lib/algorithms/shared/healpix/healpix_core.cpp:182,-1.0,未标注,③未见于条文面,
具名,phioff,lib/algorithms/shared/healpix/healpix_core.cpp:185,1.0,未标注,③未见于条文面,
具名,zoff,lib/algorithms/shared/healpix/healpix_core.cpp:186,-2.0,未标注,③未见于条文面,
具名,phi,lib/algorithms/shared/healpix/healpix_core.cpp:190,2.0;4.0,未标注,③未见于条文面,
具名,rad,lib/algorithms/shared/healpix/healpix_core.cpp:191,1.0,未标注,③未见于条文面,
具名,phi_t,lib/algorithms/shared/healpix/healpix_core.cpp:203,0.0,未标注,③未见于条文面,
具名,phi_t,lib/algorithms/shared/healpix/healpix_core.cpp:205,2.0,未标注,③未见于条文面,
具名,vv,lib/algorithms/shared/healpix/healpix_core.cpp:209,2.0,未标注,③未见于条文面,
具名,vv,lib/algorithms/shared/healpix/healpix_core.cpp:211,2.0,未标注,③未见于条文面,
具名,z,lib/algorithms/shared/healpix/healpix_core.cpp:213,1.0,未标注,③未见于条文面,
具名,rad,lib/algorithms/shared/healpix/healpix_core.cpp:214,1.0,未标注,③未见于条文面,
具名,ra_deg,lib/algorithms/shared/healpix/healpix_core.cpp:249,0.0,未标注,②条文有名无值,"docs/algorithms/HIPS_WRITER.md:244 （:888）；点 (ra_deg,dec_deg) 经共享 HEALPix 权威"
具名,dec_deg,lib/algorithms/shared/healpix/healpix_core.cpp:250,0.0,未标注,②条文有名无值,"docs/algorithms/HIPS_WRITER.md:244 （:888）；点 (ra_deg,dec_deg) 经共享 HEALPix 权威"
具名,ra_rad,lib/algorithms/shared/healpix/healpix_core.cpp:263,0.0,未标注,③未见于条文面,
具名,ra_deg,lib/algorithms/shared/healpix/healpix_core.cpp:265,180.0,未标注,②条文有名无值,"docs/algorithms/HIPS_WRITER.md:244 （:888）；点 (ra_deg,dec_deg) 经共享 HEALPix 权威"
具名,dec_deg,lib/algorithms/shared/healpix/healpix_core.cpp:266,180.0,未标注,②条文有名无值,"docs/algorithms/HIPS_WRITER.md:244 （:888）；点 (ra_deg,dec_deg) 经共享 HEALPix 权威"
具名,d1,lib/algorithms/shared/healpix/healpix_core.cpp:305,180.0,未标注,③未见于条文面,
具名,d2,lib/algorithms/shared/healpix/healpix_core.cpp:306,180.0,未标注,③未见于条文面,
具名,dra,lib/algorithms/shared/healpix/healpix_core.cpp:307,180.0,未标注,③未见于条文面,
具名,c,lib/algorithms/shared/healpix/healpix_core.cpp:309,1.0,未标注,③未见于条文面,
具名,c,lib/algorithms/shared/healpix/healpix_core.cpp:310,-1.0,未标注,③未见于条文面,
具名,area,lib/algorithms/shared/healpix/healpix_core.cpp:329,12.0;4.0,未标注,②条文有名无值,docs/algorithms/DRIZZLE_GEOMETRY.md:96 aio_hips_writer finalize_tile（variance = var_num_sum/area²，
具名,phi_a,lib/algorithms/shared/healpix/healpix_core.cpp:429,4.0,未标注,③未见于条文面,
具名,dot,lib/algorithms/shared/healpix/healpix_core.cpp:432,1.0,未标注,③未见于条文面,
具名,radius_rad,lib/algorithms/shared/healpix/healpix_core.cpp:443,180.0;3600.0,未标注,③未见于条文面,
具名,decR,lib/algorithms/shared/healpix/healpix_core.cpp:444,180.0,未标注,③未见于条文面,
具名,raR,lib/algorithms/shared/healpix/healpix_core.cpp:445,180.0,未标注,③未见于条文面,
具名,ra_c,lib/algorithms/shared/healpix/healpix_core.cpp:477,0.0,未标注,③未见于条文面,
具名,z,lib/algorithms/shared/healpix/healpix_core.cpp:479,180.0,未标注,③未见于条文面,
具名,phi,lib/algorithms/shared/healpix/healpix_core.cpp:480,180.0,未标注,③未见于条文面,
具名,cangdist,lib/algorithms/shared/healpix/healpix_core.cpp:484,1.0,未标注,③未见于条文面,
具名,cangdist,lib/algorithms/shared/healpix/healpix_core.cpp:485,-1.0,未标注,③未见于条文面,
具名,avmax,lib/algorithms/star_detection/src/nls_lm.cpp:21,0.75,未标注,③未见于条文面,
具名,s,lib/algorithms/star_detection/src/nls_lm.cpp:73,0.0,未标注,③未见于条文面,
具名,s,lib/algorithms/star_detection/src/nls_lm.cpp:111,0.0,未标注,③未见于条文面,
具名,max_diag,lib/algorithms/star_detection/src/nls_lm.cpp:144,0.0,未标注,③未见于条文面,
具名,max_diag,lib/algorithms/star_detection/src/nls_lm.cpp:146,0.0;1.0,未标注,③未见于条文面,
具名,lam0,lib/algorithms/star_detection/src/nls_lm.cpp:151,0.0,未标注,③未见于条文面,
具名,ok0,lib/algorithms/star_detection/src/nls_lm.cpp:152,0.0,未标注,③未见于条文面,
具名,lam0,lib/algorithms/star_detection/src/nls_lm.cpp:155,10.0,未标注,③未见于条文面,
具名,psi_lo,lib/algorithms/star_detection/src/nls_lm.cpp:169,0.0,未标注,③未见于条文面,
具名,seed,lib/algorithms/star_detection/src/nls_lm.cpp:174,0.0,未标注,②条文有名无值,ASTROCS_DESIGN.md:760 - 实验单元目录结构：`实验/<单元>/` 下含 README 实验报告、`code/`（固定 seed、可复跑）、`results/`、`
具名,psi_hi,lib/algorithms/star_detection/src/nls_lm.cpp:184,1.0,未标注,③未见于条文面,
具名,lam,lib/algorithms/star_detection/src/nls_lm.cpp:204,0.5,未标注,③未见于条文面,
具名,next,lib/algorithms/star_detection/src/nls_lm.cpp:217,0.5,未标注,②条文有名无值,docs/algorithms/PHASE2_REJECTION.md:323 收缩到 kept 集，next iteration                             :1688-1701
具名,delta,lib/algorithms/star_detection/src/nls_lm.cpp:293,0.0,未标注,①条文含值,docs/algorithms/PHASE2_UPM_IMPL.md:363 | T1 | 恒等/线性面恢复：线性真值 k·f → evalrel(f) | \|evalrel(f)−0.5f\|≤0.05（delta
具名,mu,lib/algorithms/star_detection/src/nls_lm.cpp:294,0.0,未标注,③未见于条文面,
具名,nu,lib/algorithms/star_detection/src/nls_lm.cpp:295,2.0,未标注,③未见于条文面,
具名,s,lib/algorithms/star_detection/src/nls_lm.cpp:303,0.0,未标注,③未见于条文面,
具名,s,lib/algorithms/star_detection/src/nls_lm.cpp:315,0.0,未标注,③未见于条文面,
具名,sg,lib/algorithms/star_detection/src/nls_lm.cpp:320,0.0,未标注,③未见于条文面,
具名,rho,lib/algorithms/star_detection/src/nls_lm.cpp:326,-1.0;0.0,未标注,③未见于条文面,
具名,dhnorm,lib/algorithms/star_detection/src/nls_lm.cpp:327,0.0,未标注,③未见于条文面,
具名,hgh,lib/algorithms/star_detection/src/nls_lm.cpp:349,0.0,未标注,③未见于条文面,
具名,s,lib/algorithms/star_detection/src/nls_lm.cpp:352,0.0,未标注,③未见于条文面,
具名,prered,lib/algorithms/star_detection/src/nls_lm.cpp:356,-2.0,未标注,③未见于条文面,
具名,rho,lib/algorithms/star_detection/src/nls_lm.cpp:357,-1.0;0.0,未标注,③未见于条文面,
具名,mu,lib/algorithms/star_detection/src/nls_lm.cpp:370,0.0,未标注,③未见于条文面,
具名,nu,lib/algorithms/star_detection/src/nls_lm.cpp:371,2.0,未标注,③未见于条文面,
具名,factor,lib/algorithms/star_detection/src/nls_lm.cpp:398,1.0,未标注,②条文有名无值,"docs/algorithms/DRIZZLE_GEOMETRY.md:88 `I = Σ_i d_i·a_i·w_i·s² / Σ_i a_i·w_i`（""a factor of s² is introduced t"
具名,factor,lib/algorithms/star_detection/src/nls_lm.cpp:399,1.0;3.0,未标注,②条文有名无值,"docs/algorithms/DRIZZLE_GEOMETRY.md:88 `I = Σ_i d_i·a_i·w_i·s² / Σ_i a_i·w_i`（""a factor of s² is introduced t"
具名,nu,lib/algorithms/star_detection/src/nls_lm.cpp:401,2.0,未标注,③未见于条文面,
具名,scale,lib/algorithms/star_detection/src/nls_lm.cpp:423,0.0;1.0,未标注,②条文有名无值,docs/algorithms/CALIBRATION_ALGORITHMS.md:61 U1 亮场域 ≫ 1 ADU 而 bias/dark 中位数 ≤ 1.0 且未声明 normalized+scale ⇒ 拒；
具名,ginf,lib/algorithms/star_detection/src/nls_lm.cpp:432,0.0,未标注,③未见于条文面,
具名,factor_up,lib/algorithms/star_detection/src/nls_lm.h:54,0.75,未标注,③未见于条文面,
具名,xtol_abs,lib/algorithms/star_detection/src/nls_lm.h:60,3.1,未标注,③未见于条文面,
具名,factor_up,lib/algorithms/star_detection/src/nls_lm.h:61,3.0,未标注,③未见于条文面,
具名,factor_down,lib/algorithms/star_detection/src/nls_lm.h:62,2.0,未标注,③未见于条文面,
具名,avmax,lib/algorithms/star_detection/src/nls_lm.h:63,0.75,未标注,③未见于条文面,
具名,cost,lib/algorithms/star_detection/src/nls_lm.h:78,0.0,未标注,②条文有名无值,"docs/algorithms/STAR_PSF_ALGORITHMS.md:113 | 平坦星 `‖∇‖→0` | LM 奇异 → iter limit, cost 阈校验 fail (169-170) |"
具名,rms,lib/algorithms/star_detection/src/nls_lm.h:79,0.0,未标注,③未见于条文面,
具名,mu,lib/algorithms/star_detection/src/nls_lm.h:80,0.0,未标注,③未见于条文面,
具名,delta,lib/algorithms/star_detection/src/nls_lm.h:81,0.0,未标注,①条文含值,docs/algorithms/PHASE2_UPM_IMPL.md:363 | T1 | 恒等/线性面恢复：线性真值 k·f → evalrel(f) | \|evalrel(f)−0.5f\|≤0.05（delta
具名,over,lib/algorithms/star_detection/src/sdet_angle_guard.h:49,90.0,未标注,②条文有名无值,"docs/science/CALIBRATION.md:219 whole columns with the sigma level set appropriately""，""Reject over col"
具名,required,lib/algorithms/star_detection/src/sdet_angle_guard.h:51,180.0,未标注,②条文有名无值,"docs/algorithms/PHASE2_COVERAGE.md:79 → rc=1 ""unsupported hips_ordering=%s (NESTED required)""（fail-closed）；本"
具名,r,lib/algorithms/star_detection/src/sdet_api.cpp:127,0.5;1.0,未标注,③未见于条文面,
具名,sumres,lib/algorithms/star_detection/src/sdet_api.cpp:131,0.0,未标注,③未见于条文面,
具名,r,lib/algorithms/star_detection/src/sdet_api.cpp:170,0.5;1.0,未标注,③未见于条文面,
具名,tmpd,lib/algorithms/star_detection/src/sdet_api.cpp:184,2.0,未标注,③未见于条文面,
具名,tmpd,lib/algorithms/star_detection/src/sdet_api.cpp:186,2.0,未标注,③未见于条文面,
具名,tmpd,lib/algorithms/star_detection/src/sdet_api.cpp:192,1.0;2.0,未标注,③未见于条文面,
具名,rmse_ratio,lib/algorithms/star_detection/src/sdet_api.cpp:231,1.482602218505602,未标注,③未见于条文面,
具名,fwhm_limit,lib/algorithms/star_detection/src/sdet_api.cpp:248,0.5;1.0,未标注,③未见于条文面,
具名,rmse,lib/algorithms/star_detection/src/sdet_api.cpp:310,0.0,未标注,②条文有名无值,docs/algorithms/PHOTOMETRIC_FIT.md:40 - **F7 适用域**：窗口作用于 `Δ−median(Δ)`，故对 `F_instr` 的**整体乘性标度严格不变**（合成实验：`k=
