symbol,header,signature,export
sdet_detect_ex_f64,lib/algorithms/star_detection/include/star_detector.h,"SDET_EXPORT int sdet_detect_ex_f64(StarDetectorHandle handle, const double *image, int width, int height, double **out_x, double **out_y, float **out_flux, int **out_saturated, float **out_mag, int **out_has_saturated, int *out_count, const char **extra_names, int extra_count, float ***out_extras);",
sdet_free_coords,lib/algorithms/star_detection/include/star_detector.h,SDET_EXPORT void sdet_free_coords(double *coords);,
sdet_free_debug_maps,lib/algorithms/star_detection/include/star_detector.h,SDET_EXPORT void sdet_free_debug_maps(float *maps);,
sdet_free_detect_ex,lib/algorithms/star_detection/include/star_detector.h,"SDET_EXPORT void sdet_free_detect_ex(double *x, double *y, float *flux, int *saturated, float *mag, int *has_saturated, float **extras, int extra_count);",
GAIA_EXPORT,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,#define GAIA_EXPORT __attribute__((visibility("default"))) / __declspec(dllexport) (Windows),GAIA_EXPORT
gaia_client_create,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT GaiaClient *gaia_client_create(const char *data_dir);",GAIA_EXPORT
gaia_client_create_ex,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT GaiaClient *gaia_client_create_ex(const char *data_dir, GaiaDbType db_type);",GAIA_EXPORT
gaia_client_destroy,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT void gaia_client_destroy(GaiaClient *client);",GAIA_EXPORT
gaia_client_cone_search,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_cone_search( GaiaClient *client, double ra, double dec, double radius_deg, double mag_low, double mag_high, GaiaStar **out_stars, int *out_count);",GAIA_EXPORT
gaia_client_cone_search_for_solver,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_cone_search_for_solver( GaiaClient *client, double ra, double dec, double radius_deg, double mag_high, double **out_ra, double **out_dec, float **out_mag, int *out_count);",GAIA_EXPORT
gaia_client_get_db_type,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_get_db_type(GaiaClient *client);",GAIA_EXPORT
gaia_client_get_file_count,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_get_file_count(GaiaClient *client);",GAIA_EXPORT
gaia_client_get_total_sources,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_get_total_sources(GaiaClient *client);",GAIA_EXPORT
gaia_client_cone_search_with_spectrum,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_cone_search_with_spectrum( GaiaClient *client, double ra, double dec, double radius_deg, double mag_low, double mag_high, GaiaSpectrumStar **out_stars, uint8_t **out_spectra, int *out_count);",GAIA_EXPORT
gaia_client_query_spectrum_by_coords,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_query_spectrum_by_coords( GaiaClient *client, const double *ra_list, const double *dec_list, int n_coords, double match_radius_arcsec, double mag_low, double mag_high, GaiaSpectrumStar **out_stars, uint8_t **out_spectra, int **out_match_idx, int *out_count);",GAIA_EXPORT
gaia_client_cone_search_with_photometry,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_cone_search_with_photometry( GaiaClient *client, double ra, double dec, double radius_deg, double mag_low, double mag_high, GaiaPhotometryStar **out_stars, int *out_count);",GAIA_EXPORT
gaia_client_get_spectrum_params,lib/infrastructure/gaia_xpsd_client/src/gaia_client.h,"GAIA_EXPORT int gaia_client_get_spectrum_params( GaiaClient *client, int *out_start_nm, int *out_step_nm, int *out_count);",GAIA_EXPORT
HP_DRIZZLE_API,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,#define HP_DRIZZLE_API __attribute__((visibility("default"))) / __declspec(dllexport) (Windows) / __declspec(dllimport) (import),HP_DRIZZLE_API
hp_drizzle_fits_to_ahpx,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API int hp_drizzle_fits_to_ahpx( const char* fits_path, const char* output_path, int nside, int nested, double pixfrac, const char* snr_path, const char* weight_path, HpDrizzleResult* result);",HP_DRIZZLE_API
hp_drizzle_run,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API int hp_drizzle_run(PipelineFrame* frame, int nside, int nested, double pixfrac, const char* output_path, HpDrizzleResult* result, int precision_mode);",HP_DRIZZLE_API
hp_drizzle_run_hips,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API int hp_drizzle_run_hips(PipelineFrame* frame, int nside, int nested, double pixfrac, const char* hips_dir, const char* legacy_hiss_path, HpDrizzleResult* result, int precision_mode);",HP_DRIZZLE_API
hp_drizzle_reverse_run,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API int hp_drizzle_reverse_run( const HpReverseDrizzleInput* in, void* signal_out, void* coverage_out, HpReverseDrizzleResult* result);",HP_DRIZZLE_API
hp_drizzle_reverse_capability,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API uint32_t hp_drizzle_reverse_capability(void);",HP_DRIZZLE_API
hp_drizzle_reverse_version,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,"HP_DRIZZLE_API const char* hp_drizzle_reverse_version(void);",HP_DRIZZLE_API
AIO_HIPS_EXPORT,lib/infrastructure/aio/include/aio_hips.h,#define AIO_HIPS_EXPORT __attribute__((visibility("default"))) / __declspec(dllexport) (Windows),AIO_HIPS_EXPORT
